"Parent.Tree.Number","Vegetation.Code","Parent.Tree.Reg.Status.Code","Local.Number","Active.Ind","Tested.Ind","Breeding.Program.Ind","Selection.Date","BC.Source.Ind","Client.Number","Client.Locn.Code","Natural.Selection.Type.Code","Geographic.Location","Latitude.Degrees","Latitude.Minutes","Latitude.Seconds","Longitude.Degrees","Longitude.Minutes","Longitude.Seconds","Seed.Plan.Zone.Code","Elevation","Selection.Age","BGC.Zone.Code","BGC.Subzone.Code","BGC.Variant","Breeding.Selection.Type.Code","Female.Parent.Parent.Tree.Number","Male.Parent.Parent.Tree.Number","Parent.Tree.Comment","Latitude","Longitude"
2100,"PLI","APP","C10015","Y","Y","Y","1984-09-01","Y",12797,9,"PT","COFFEEPOT",54,25,0,122,44,0,"MGR",685,60,"SBS","",NA,"",NA,NA,"Converted Selection Type = AR",54.4166666666667,-122.733333333333
2101,"PLI","APP","C10111","Y","Y","Y","1984-09-01","Y",12797,9,"PT","FISH LAKE",54,15,0,124,12,0,"NCH",700,62,"SBS","",NA,"",NA,NA,"Converted Selection Type = AR",54.25,-124.2
2102,"PLI","APP","C10211","Y","Y","Y","1984-09-01","Y",12797,9,"PT","FISH LAKE",54,15,0,124,12,0,"NCH",700,57,"SBS","",NA,"",NA,NA,"Converted Selection Type = AR",54.25,-124.2
2103,"PLI","APP","C10311","Y","Y","Y","1984-09-01","Y",12797,9,"PT","FISH LAKE",54,15,0,124,12,0,"NCH",700,112,"SBS","",NA,"",NA,NA,"Converted Selection Type = AR",54.25,-124.2
2104,"PLI","APP","C10411","Y","Y","Y","1984-09-01","Y",12797,9,"PT","FISH LAKE",54,15,0,124,12,0,"NCH",700,91,"SBS","",NA,"",NA,NA,"Converted Selection Type = AR",54.25,-124.2
2105,"PLI","INC","C105/6","N","N","N","1984-09-01","Y",12797,9,"PT","GT BEAVER",54,22,0,123,45,0,"CP",800,44,"SBS","",NA,"",NA,NA,"Converted Selection Type = AR",54.3666666666667,-123.75
2106,"PLI","INC","C106/6","N","N","N","1984-09-01","Y",12797,9,"PT","GT BEAVER",54,22,0,123,45,0,"CP",800,45,"SBS","",NA,"",NA,NA,"Converted Selection Type = AR",54.3666666666667,-123.75
2109,"PLI","APP","C10916","Y","Y","Y","1984-09-01","Y",12797,9,"PT","VANDERHOOF",54,0,0,124,2,0,"NCH",670,29,"SBS","",NA,"",NA,NA,"Converted Selection Type = AR",54,-124.033333333333
2113,"PLI","APP","C113/1","Y","Y","Y","1984-09-01","Y",12797,9,"PT","ECHO LAKE",54,14,0,124,10,0,"NCH",700,61,"SBS","",NA,"",NA,NA,"Converted Selection Type = AR",54.2333333333333,-124.166666666667
2119,"PLI","APP","C119/2","Y","Y","Y","1984-09-01","Y",12797,9,"PT","KARENA LK.",54,25,0,124,40,0,"CP",975,50,"SBS","",NA,"",NA,NA,"Converted Selection Type = AR",54.4166666666667,-124.666666666667
2120,"PLI","APP","C120/2","N","N","N","1984-09-01","Y",12797,9,"PT","KARENA LK.",54,25,0,124,40,0,"CP",975,46,"SBS","",NA,"",NA,NA,"Converted Selection Type = AR",54.4166666666667,-124.666666666667
2121,"PLI","APP","1-1","N","N","N","2005-06-24","Y",12797,9,"PT","OMINCEA RM",56,7,0,124,25,0,"FIN",762,87,"","",NA,"",NA,NA,"",56.1166666666667,-124.416666666667
2122,"PLI","APP","1-1","N","N","N","2005-06-24","Y",12797,9,"PT","OMINCEA RM",56,7,0,124,25,0,"FIN",762,87,"","",NA,"",NA,NA,"",56.1166666666667,-124.416666666667
2123,"PLI","APP","1-1","N","N","N","2005-06-24","Y",12797,9,"PT","OMINCEA RM",56,7,0,124,25,0,"FIN",762,86,"","",NA,"",NA,NA,"",56.1166666666667,-124.416666666667
2124,"PLI","APP","1-1","N","N","N","2005-06-24","Y",12797,9,"PT","OMINCEA RM",56,7,0,124,25,0,"FIN",762,90,"","",NA,"",NA,NA,"",56.1166666666667,-124.416666666667
2125,"PLI","APP","1-2","N","N","N","2005-06-24","Y",12797,9,"PT","MSILINKA R",56,12,0,124,33,0,"FIN",762,79,"","",NA,"",NA,NA,"",56.2,-124.55
2126,"PLI","APP","1-2","N","N","N","2005-06-24","Y",12797,9,"PT","MSILINKA R",56,12,0,124,33,0,"FIN",762,79,"","",NA,"",NA,NA,"",56.2,-124.55
2127,"PLI","APP","1-2","N","N","N","2005-06-24","Y",12797,9,"PT","MSILINKA R",56,12,0,124,33,0,"FIN",762,79,"","",NA,"",NA,NA,"",56.2,-124.55
2128,"PLI","APP","1-3","N","N","N","2005-06-24","Y",12797,9,"PT","OMINCEA RM",56,8,0,124,32,0,"FIN",762,103,"","",NA,"",NA,NA,"",56.1333333333333,-124.533333333333
2129,"PLI","APP","1-3","N","N","N","2005-06-24","Y",12797,9,"PT","OMINCEA RM",56,8,0,124,32,0,"FIN",762,86,"","",NA,"",NA,NA,"",56.1333333333333,-124.533333333333
2130,"PLI","APP","1-3","N","N","N","2005-06-24","Y",12797,9,"PT","OMINCEA RM",56,8,0,124,32,0,"FIN",762,91,"","",NA,"",NA,NA,"",56.1333333333333,-124.533333333333
2131,"PLI","APP","1-4","N","N","N","2005-06-24","Y",12797,9,"PT","OMINCEA RM",56,5,0,124,27,0,"FIN",869,87,"","",NA,"",NA,NA,"",56.0833333333333,-124.45
2132,"PLI","APP","1-4","N","N","N","2005-06-24","Y",12797,9,"PT","OMINCEA RM",56,5,0,124,27,0,"FIN",869,84,"","",NA,"",NA,NA,"",56.0833333333333,-124.45
2133,"PLI","APP","1-4","N","N","N","2005-06-24","Y",12797,9,"PT","OMINCEA RM",56,5,0,124,27,0,"FIN",869,88,"","",NA,"",NA,NA,"",56.0833333333333,-124.45
2134,"PLI","APP","1-4","N","N","N","2005-06-24","Y",12797,9,"PT","OMINCEA RM",56,5,0,124,27,0,"FIN",869,81,"","",NA,"",NA,NA,"",56.0833333333333,-124.45
2135,"PLI","APP","1-4","N","N","N","2005-06-24","Y",12797,9,"PT","OMINCEA RM",56,5,0,124,27,0,"FIN",869,86,"","",NA,"",NA,NA,"",56.0833333333333,-124.45
2136,"PLI","APP","1-4","N","N","N","2005-06-24","Y",12797,9,"PT","OMINCEA RM",56,5,0,124,27,0,"FIN",869,87,"","",NA,"",NA,NA,"",56.0833333333333,-124.45
2137,"PLI","APP","1-4","N","N","N","2005-06-24","Y",12797,9,"PT","OMINCEA RM",56,5,0,124,27,0,"FIN",869,82,"","",NA,"",NA,NA,"",56.0833333333333,-124.45
2138,"PLI","APP","2-1","N","N","N","2005-06-24","Y",12797,9,"PT","BLACK CAN",56,0,0,124,15,0,"FIN",701,87,"","",NA,"",NA,NA,"",56,-124.25
2139,"PLI","APP","2-1","N","N","N","2005-06-24","Y",12797,9,"PT","BLACK CAN",56,0,0,124,15,0,"FIN",701,79,"","",NA,"",NA,NA,"",56,-124.25
2140,"PLI","APP","2-1","N","N","N","2005-06-24","Y",12797,9,"PT","BLACK CAN",56,0,0,124,15,0,"FIN",701,83,"","",NA,"",NA,NA,"",56,-124.25
2141,"PLI","APP","3-1","N","N","N","2005-06-24","Y",12797,9,"PT","FRIES C",55,51,0,124,8,0,"FIN",762,57,"","",NA,"",NA,NA,"",55.85,-124.133333333333
2142,"PLI","APP","3-1","N","N","N","2005-06-24","Y",12797,9,"PT","FRIES C",55,51,0,124,8,0,"FIN",762,56,"","",NA,"",NA,NA,"",55.85,-124.133333333333
2143,"PLI","APP","3-1","N","N","N","2005-06-24","Y",12797,9,"PT","FRIES C",55,51,0,124,8,0,"FIN",762,57,"","",NA,"",NA,NA,"",55.85,-124.133333333333
2144,"PLI","APP","3-1","N","N","N","2005-06-24","Y",12797,9,"PT","FRIES C",55,51,0,124,8,0,"FIN",762,54,"","",NA,"",NA,NA,"",55.85,-124.133333333333
2145,"PLI","APP","3-1","N","N","N","2005-06-24","Y",12797,9,"PT","FRIES C",55,51,0,124,8,0,"FIN",762,51,"","",NA,"",NA,NA,"",55.85,-124.133333333333
2146,"PLI","APP","3-1","N","N","N","2005-06-24","Y",12797,9,"PT","FRIES C",55,51,0,124,8,0,"FIN",762,53,"","",NA,"",NA,NA,"",55.85,-124.133333333333
2147,"PLI","APP","3-1","Y","Y","Y","2005-06-24","Y",12797,9,"PT","FRIES C",55,51,0,124,8,0,"FIN",762,56,"","",NA,"",NA,NA,"",55.85,-124.133333333333
2148,"PLI","APP","3-2","Y","Y","Y","2005-06-24","Y",12797,9,"PT","SHOAL L",55,48,0,124,5,0,"FIN",762,59,"","",NA,"",NA,NA,"",55.8,-124.083333333333
2149,"PLI","APP","3-2","Y","Y","Y","2005-06-24","Y",12797,9,"PT","SHOAL L",55,48,0,124,5,0,"FIN",762,61,"","",NA,"",NA,NA,"",55.8,-124.083333333333
2150,"PLI","APP","3-2","N","N","N","2005-06-24","Y",12797,9,"PT","SHOAL L",55,48,0,124,5,0,"FIN",762,59,"","",NA,"",NA,NA,"",55.8,-124.083333333333
2151,"PLI","APP","3-2","Y","Y","Y","2005-06-24","Y",12797,9,"PT","SHOAL L",55,48,0,124,5,0,"FIN",762,61,"","",NA,"",NA,NA,"",55.8,-124.083333333333
2152,"PLI","APP","3-3","N","N","N","2005-06-24","Y",12797,9,"PT","EKLUND C",55,48,0,124,4,0,"FIN",762,58,"","",NA,"",NA,NA,"",55.8,-124.066666666667
2153,"PLI","APP","3-3","N","N","N","2005-06-24","Y",12797,9,"PT","EKLUND C",55,48,0,124,4,0,"FIN",762,61,"","",NA,"",NA,NA,"",55.8,-124.066666666667
2154,"PLI","APP","3-3","N","N","N","2005-06-24","Y",12797,9,"PT","EKLUND C",55,48,0,124,4,0,"FIN",762,87,"","",NA,"",NA,NA,"",55.8,-124.066666666667
2155,"PLI","APP","3-4","N","N","N","2005-06-24","Y",12797,9,"PT","EKLUND C",55,47,0,124,2,0,"FIN",762,87,"","",NA,"",NA,NA,"",55.7833333333333,-124.033333333333
2156,"PLI","APP","3-4","N","N","N","2005-06-24","Y",12797,9,"PT","EKLUND C",55,47,0,124,2,0,"FIN",762,89,"","",NA,"",NA,NA,"",55.7833333333333,-124.033333333333
2157,"PLI","APP","4-1","N","N","N","2005-06-24","Y",12797,9,"PT","MANSON RM",55,43,0,123,54,0,"FIN",762,124,"","",NA,"",NA,NA,"",55.7166666666667,-123.9
2158,"PLI","APP","4-1","N","N","N","2005-06-24","Y",12797,9,"PT","MANSON RM",55,43,0,123,54,0,"FIN",762,128,"","",NA,"",NA,NA,"",55.7166666666667,-123.9
2159,"PLI","APP","4-1","N","N","N","2005-06-24","Y",12797,9,"PT","MANSON RM",55,43,0,123,54,0,"FIN",762,125,"","",NA,"",NA,NA,"",55.7166666666667,-123.9
2160,"PLI","APP","4-1","N","N","N","2005-06-24","Y",12797,9,"PT","MANSON RM",55,43,0,123,54,0,"FIN",762,126,"","",NA,"",NA,NA,"",55.7166666666667,-123.9
2161,"PLI","APP","4-1","N","N","N","2005-06-24","Y",12797,9,"PT","MANSON RM",55,43,0,123,54,0,"FIN",762,127,"","",NA,"",NA,NA,"",55.7166666666667,-123.9
2162,"PLI","APP","6-1","N","N","N","2005-06-24","Y",12797,9,"PT","MANSON L",55,41,0,124,25,0,"FIN",883,85,"","",NA,"",NA,NA,"",55.6833333333333,-124.416666666667
2163,"PLI","APP","6-1","N","N","N","2005-06-24","Y",12797,9,"PT","MANSON L",55,41,0,124,25,0,"FIN",883,79,"","",NA,"",NA,NA,"",55.6833333333333,-124.416666666667
2164,"PLI","APP","6-1","N","N","N","2005-06-24","Y",12797,9,"PT","MANSON L",55,41,0,124,25,0,"FIN",883,78,"","",NA,"",NA,NA,"",55.6833333333333,-124.416666666667
2165,"PLI","APP","6-2","N","N","N","2005-06-24","Y",12797,9,"PT","MANSON L",55,40,0,124,23,0,"FIN",883,96,"","",NA,"",NA,NA,"",55.6666666666667,-124.383333333333
2166,"PLI","APP","6-2","N","N","N","2005-06-24","Y",12797,9,"PT","MANSON L",55,40,0,124,23,0,"FIN",883,95,"","",NA,"",NA,NA,"",55.6666666666667,-124.383333333333
2167,"PLI","APP","6-2","N","N","N","2005-06-24","Y",12797,9,"PT","MANSON L",55,40,0,124,23,0,"FIN",883,91,"","",NA,"",NA,NA,"",55.6666666666667,-124.383333333333
2168,"PLI","APP","5-1","N","N","N","2005-06-24","Y",12797,9,"PT","MUNRO C",55,32,0,124,4,0,"FIN",853,98,"","",NA,"",NA,NA,"",55.5333333333333,-124.066666666667
2169,"PLI","APP","5-1","N","N","N","2005-06-24","Y",12797,9,"PT","MUNRO C",55,32,0,124,4,0,"FIN",853,95,"","",NA,"",NA,NA,"",55.5333333333333,-124.066666666667
2170,"PLI","APP","4-3","N","N","N","2005-06-24","Y",12797,9,"PT","MANSON RM",55,41,0,123,52,0,"FIN",731,70,"","",NA,"",NA,NA,"",55.6833333333333,-123.866666666667
2171,"PLI","APP","4-3","N","N","N","2005-06-24","Y",12797,9,"PT","MANSON RM",55,41,0,123,52,0,"FIN",731,90,"","",NA,"",NA,NA,"",55.6833333333333,-123.866666666667
2172,"PLI","APP","4-2","N","N","N","2005-06-24","Y",12797,9,"PT","MANSON RM",55,46,0,123,47,0,"FIN",701,113,"","",NA,"",NA,NA,"",55.7666666666667,-123.783333333333
2173,"PLI","APP","4-2","N","N","N","2005-06-24","Y",12797,9,"PT","MANSON RM",55,46,0,123,47,0,"FIN",701,115,"","",NA,"",NA,NA,"",55.7666666666667,-123.783333333333
2174,"PLI","APP","4-2","N","N","N","2005-06-24","Y",12797,9,"PT","MANSON RM",55,46,0,123,47,0,"FIN",701,119,"","",NA,"",NA,NA,"",55.7666666666667,-123.783333333333
2175,"PLI","APP","4-2","N","N","N","2005-06-24","Y",12797,9,"PT","MANSON RM",55,46,0,123,47,0,"FIN",701,115,"","",NA,"",NA,NA,"",55.7666666666667,-123.783333333333
2176,"PLI","APP","4-2","N","N","N","2005-06-24","Y",12797,9,"PT","MANSON RM",55,46,0,123,47,0,"FIN",701,105,"","",NA,"",NA,NA,"",55.7666666666667,-123.783333333333
2177,"PLI","APP","4-2","N","N","N","2005-06-24","Y",12797,9,"PT","MANSON RM",55,44,0,123,47,0,"FIN",701,115,"","",NA,"",NA,NA,"",55.7333333333333,-123.783333333333
2178,"PLI","APP","4-2","N","N","N","2005-06-24","Y",12797,9,"PT","MANSON RM",55,44,0,123,47,0,"FIN",701,111,"","",NA,"",NA,NA,"",55.7333333333333,-123.783333333333
2179,"PLI","APP","4-2","Y","Y","Y","2005-06-24","Y",12797,9,"PT","MANSON RM",55,44,0,123,47,0,"FIN",701,114,"","",NA,"",NA,NA,"",55.7333333333333,-123.783333333333
2180,"PLI","APP","4-2","N","N","N","2005-06-24","Y",12797,9,"PT","MANSON RM",55,44,0,123,47,0,"FIN",701,112,"","",NA,"",NA,NA,"",55.7333333333333,-123.783333333333
2181,"PLI","APP","4-2","N","N","N","2005-06-24","Y",12797,9,"PT","MANSON RM",55,44,0,123,47,0,"FIN",701,104,"","",NA,"",NA,NA,"",55.7333333333333,-123.783333333333
2182,"PLI","APP","4-2","Y","Y","Y","2005-06-24","Y",12797,9,"PT","MANSON RM",55,44,0,123,47,0,"FIN",701,97,"","",NA,"",NA,NA,"",55.7333333333333,-123.783333333333
2183,"PLI","APP","4-2","N","N","N","2005-06-24","Y",12797,9,"PT","MANSON RM",55,44,0,123,47,0,"FIN",701,94,"","",NA,"",NA,NA,"",55.7333333333333,-123.783333333333
2184,"PLI","APP","4-4","N","N","N","2005-06-24","Y",12797,9,"PT","MANSON RM",55,37,0,123,50,0,"FIN",746,72,"","",NA,"",NA,NA,"",55.6166666666667,-123.833333333333
2185,"PLI","APP","7-1","N","N","N","2005-06-24","Y",12797,9,"PT","BLACKWTR C",55,35,0,123,45,0,"FIN",883,151,"","",NA,"",NA,NA,"",55.5833333333333,-123.75
2186,"PLI","APP","7-2","N","N","N","2005-06-24","Y",12797,9,"PT","BLACKWTR C",55,33,0,123,45,0,"FIN",914,159,"","",NA,"",NA,NA,"",55.55,-123.75
2187,"PLI","APP","9-1","N","N","N","2005-06-24","Y",12797,9,"PT","NATION R",55,22,0,123,45,0,"FIN",914,61,"","",NA,"",NA,NA,"",55.3666666666667,-123.75
2188,"PLI","APP","9-1","N","N","N","2005-06-24","Y",12797,9,"PT","NATION R",55,22,0,123,45,0,"FIN",914,65,"","",NA,"",NA,NA,"",55.3666666666667,-123.75
2189,"PLI","APP","8-1","N","N","N","2005-06-24","Y",12797,9,"PT","NATION BAY",55,28,0,123,33,0,"FIN",701,44,"","",NA,"",NA,NA,"",55.4666666666667,-123.55
2190,"PLI","APP","8-2","N","N","N","2005-06-24","Y",12797,9,"PT","NATION BAY",55,29,0,123,29,0,"FIN",701,110,"","",NA,"",NA,NA,"",55.4833333333333,-123.483333333333
2191,"PLI","APP","8-3","N","N","N","2005-06-24","Y",12797,9,"PT","NATION BAY",55,27,0,123,23,0,"FIN",762,104,"","",NA,"",NA,NA,"",55.45,-123.383333333333
2192,"PLI","APP","8-3","N","N","N","2005-06-24","Y",12797,9,"PT","NATION BAY",55,27,0,123,23,0,"FIN",762,107,"","",NA,"",NA,NA,"",55.45,-123.383333333333
2193,"PLI","APP","11-2","N","N","N","2005-06-24","Y",12797,9,"PT","PARSNIP R",55,8,0,122,53,0,"FIN",701,67,"","",NA,"",NA,NA,"",55.1333333333333,-122.883333333333
2194,"PLI","APP","11-2","N","N","N","2005-06-24","Y",12797,9,"PT","PARSNIP R",55,8,0,122,53,0,"FIN",701,68,"","",NA,"",NA,NA,"",55.1333333333333,-122.883333333333
2195,"PLI","APP","11-2","N","N","N","2005-06-24","Y",12797,9,"PT","PARSNIP R",55,8,0,122,53,0,"FIN",701,78,"","",NA,"",NA,NA,"",55.1333333333333,-122.883333333333
2196,"PLI","APP","11-2","Y","Y","Y","2005-06-24","Y",12797,9,"PT","PARSNIP R",55,8,0,122,53,0,"FIN",701,78,"","",NA,"",NA,NA,"",55.1333333333333,-122.883333333333
2197,"PLI","APP","11-2","N","N","N","2005-06-24","Y",12797,9,"PT","PARSNIP R",55,8,0,122,53,0,"FIN",701,78,"","",NA,"",NA,NA,"",55.1333333333333,-122.883333333333
2198,"PLI","APP","12-1","N","N","N","2005-06-24","Y",12797,9,"PT","GATAIGA C",55,13,0,123,5,0,"FIN",678,56,"","",NA,"",NA,NA,"",55.2166666666667,-123.083333333333
2199,"PLI","APP","12-1","N","N","N","2005-06-24","Y",12797,9,"PT","GATAIGA C",55,13,0,123,5,0,"FIN",678,55,"","",NA,"",NA,NA,"",55.2166666666667,-123.083333333333
2200,"PLI","APP","11-1","N","N","N","2005-06-24","Y",12797,9,"PT","PARSNIP R",55,10,0,122,55,0,"FIN",746,62,"","",NA,"",NA,NA,"",55.1666666666667,-122.916666666667
2201,"PLI","APP","11-1","N","N","N","2005-06-24","Y",12797,9,"PT","PARSNIP R",55,10,0,122,55,0,"FIN",746,0,"","",NA,"",NA,NA,"",55.1666666666667,-122.916666666667
2202,"PLI","APP","11-1","N","N","N","2005-06-24","Y",12797,9,"PT","PARSNIP R",55,10,0,122,55,0,"FIN",746,64,"","",NA,"",NA,NA,"",55.1666666666667,-122.916666666667
2203,"PLI","APP","11-1","N","N","N","2005-06-24","Y",12797,9,"PT","PARSNIP R",55,10,0,122,55,0,"FIN",746,74,"","",NA,"",NA,NA,"",55.1666666666667,-122.916666666667
2204,"PLI","APP","12-1","N","N","N","2005-06-24","Y",12797,9,"PT","GATAIGA C",55,13,0,123,5,0,"FIN",678,52,"","",NA,"",NA,NA,"",55.2166666666667,-123.083333333333
2205,"PLI","APP","12-1","N","N","N","2005-06-24","Y",12797,9,"PT","GATAIGA C",55,13,0,123,5,0,"FIN",678,54,"","",NA,"",NA,NA,"",55.2166666666667,-123.083333333333
2206,"PLI","APP","12-1","N","N","N","2005-06-24","Y",12797,9,"PT","GATAIGA C",55,13,0,123,5,0,"FIN",678,53,"","",NA,"",NA,NA,"",55.2166666666667,-123.083333333333
2207,"PLI","APP","12-1","N","N","N","2005-06-24","Y",12797,9,"PT","GATAIGA C",55,13,0,123,5,0,"FIN",678,53,"","",NA,"",NA,NA,"",55.2166666666667,-123.083333333333
2208,"PLI","APP","13-2","N","N","N","2005-06-24","Y",12797,9,"PT","FINLAY BAY",55,53,0,123,45,0,"FIN",716,60,"","",NA,"",NA,NA,"",55.8833333333333,-123.75
2209,"PLI","APP","13-2","N","N","N","2005-06-24","Y",12797,9,"PT","FINLAY BAY",55,53,0,123,45,0,"FIN",716,61,"","",NA,"",NA,NA,"",55.8833333333333,-123.75
2210,"PLI","APP","13-2","N","N","N","2005-06-24","Y",12797,9,"PT","FINLAY BAY",55,53,0,123,45,0,"FIN",716,103,"","",NA,"",NA,NA,"",55.8833333333333,-123.75
2211,"PLI","APP","13-2","N","N","N","2005-06-24","Y",12797,9,"PT","FINLAY BAY",55,53,0,123,45,0,"FIN",716,63,"","",NA,"",NA,NA,"",55.8833333333333,-123.75
2212,"PLI","APP","13-2","N","N","N","2005-06-24","Y",12797,9,"PT","FINLAY BAY",55,53,0,123,45,0,"FIN",716,63,"","",NA,"",NA,NA,"",55.8833333333333,-123.75
2213,"PLI","APP","13-2","N","N","N","2005-06-24","Y",12797,9,"PT","FINLAY BAY",55,53,0,123,45,0,"FIN",716,63,"","",NA,"",NA,NA,"",55.8833333333333,-123.75
2214,"PLI","APP","13-1","N","N","N","2005-06-24","Y",12797,9,"PT","FINLAY BAY",55,55,0,123,46,0,"FIN",716,100,"","",NA,"",NA,NA,"",55.9166666666667,-123.766666666667
2215,"PLI","APP","13-1","N","N","N","2005-06-24","Y",12797,9,"PT","FINLAY BAY",55,55,0,123,46,0,"FIN",716,104,"","",NA,"",NA,NA,"",55.9166666666667,-123.766666666667
2216,"PLI","APP","13-1","N","N","N","2005-06-24","Y",12797,9,"PT","FINLAY BAY",55,55,0,123,46,0,"FIN",716,104,"","",NA,"",NA,NA,"",55.9166666666667,-123.766666666667
2217,"PLI","APP","10-1","N","N","N","2005-06-24","Y",12797,9,"PT","LIGNITE C",55,10,0,123,12,0,"FIN",762,70,"","",NA,"",NA,NA,"",55.1666666666667,-123.2
2218,"PLI","APP","10-1","N","N","N","2005-06-24","Y",12797,9,"PT","LIGNITE C",55,10,0,123,12,0,"FIN",762,70,"","",NA,"",NA,NA,"",55.1666666666667,-123.2
2219,"PLI","APP","10-1","N","N","N","2005-06-24","Y",12797,9,"PT","LIGNITE C",55,10,0,123,12,0,"FIN",762,73,"","",NA,"",NA,NA,"",55.1666666666667,-123.2
2220,"PLI","APP","10-1","N","N","N","2005-06-24","Y",12797,9,"PT","LIGNITE C",55,10,0,123,12,0,"FIN",762,72,"","",NA,"",NA,NA,"",55.1666666666667,-123.2
2221,"PLI","APP","762","N","N","N","2005-06-24","Y",12797,9,"PT","LIGNITE C",55,10,0,123,12,0,"FIN",762,72,"","",NA,"",NA,NA,"",55.1666666666667,-123.2
2222,"PLI","APP","10-1","Y","Y","Y","2005-06-24","Y",12797,9,"PT","LIGNITE C",55,10,0,123,12,0,"FIN",762,71,"","",NA,"",NA,NA,"",55.1666666666667,-123.2
2223,"PLI","APP","10-1","N","N","N","2005-06-24","Y",12797,9,"PT","LIGNITE C",55,10,0,123,12,0,"FIN",762,72,"","",NA,"",NA,NA,"",55.1666666666667,-123.2
2224,"PLI","APP","10-1","N","N","N","2005-06-24","Y",12797,9,"PT","LIGNITE C",55,10,0,123,12,0,"FIN",762,72,"","",NA,"",NA,NA,"",55.1666666666667,-123.2
2225,"PLI","APP","10-1","N","N","N","2005-06-24","Y",12797,9,"PT","LIGNITE C",55,10,0,123,12,0,"FIN",762,75,"","",NA,"",NA,NA,"",55.1666666666667,-123.2
2226,"PLI","APP","10-1","N","N","N","2005-06-24","Y",12797,9,"PT","LIGNITE C",55,10,0,123,12,0,"FIN",762,71,"","",NA,"",NA,NA,"",55.1666666666667,-123.2
2227,"PLI","APP","10-1","N","N","N","2005-06-24","Y",12797,9,"PT","LIGNITE C",55,10,0,123,12,0,"FIN",762,71,"","",NA,"",NA,NA,"",55.1666666666667,-123.2
2228,"PLI","APP","10-4","N","N","N","2005-06-24","Y",12797,9,"PT","LIGNITE C",55,8,0,123,14,0,"FIN",822,70,"","",NA,"",NA,NA,"",55.1333333333333,-123.233333333333
2229,"PLI","APP","10-3","N","N","N","2005-06-24","Y",12797,9,"PT","LIGNITE C",55,10,0,123,10,0,"FIN",731,61,"","",NA,"",NA,NA,"",55.1666666666667,-123.166666666667
2230,"PLI","APP","10-3","N","N","N","2005-06-24","Y",12797,9,"PT","LIGNITE C",55,10,0,123,10,0,"FIN",731,75,"","",NA,"",NA,NA,"",55.1666666666667,-123.166666666667
2231,"PLI","APP","10-3","N","N","N","2005-06-24","Y",12797,9,"PT","LIGNITE C",55,10,0,123,10,0,"FIN",731,69,"","",NA,"",NA,NA,"",55.1666666666667,-123.166666666667
2232,"PLI","APP","10-2","N","N","N","2005-06-24","Y",12797,9,"PT","LIGNITE C",55,11,0,123,10,0,"FIN",716,71,"","",NA,"",NA,NA,"",55.1833333333333,-123.166666666667
2233,"PLI","APP","10-2","N","N","N","2005-06-24","Y",12797,9,"PT","LIGNITE C",55,11,0,123,10,0,"FIN",716,72,"","",NA,"",NA,NA,"",55.1833333333333,-123.166666666667
2234,"PLI","APP","10-2","N","N","N","2005-06-24","Y",12797,9,"PT","LIGNITE C",55,11,0,123,10,0,"FIN",716,72,"","",NA,"",NA,NA,"",55.1833333333333,-123.166666666667
2235,"PLI","APP","10-2","N","N","N","2005-06-24","Y",12797,9,"PT","LIGNITE C",55,11,0,123,10,0,"FIN",716,72,"","",NA,"",NA,NA,"",55.1833333333333,-123.166666666667
2236,"PLI","APP","10-2","N","N","N","2005-06-24","Y",12797,9,"PT","LIGNITE C",55,11,0,123,10,0,"FIN",716,90,"","",NA,"",NA,NA,"",55.1833333333333,-123.166666666667
2237,"PLI","APP","10-2","Y","Y","Y","2005-06-24","Y",12797,9,"PT","LIGNITE C",55,11,0,123,10,0,"FIN",716,69,"","",NA,"",NA,NA,"",55.1833333333333,-123.166666666667
2238,"PLI","APP","10.2","N","N","N","2005-06-24","Y",12797,9,"PT","LIGNITE C",55,11,0,123,10,0,"FIN",716,72,"","",NA,"",NA,NA,"",55.1833333333333,-123.166666666667
2239,"PLI","APP","10-2","N","N","N","2005-06-24","Y",12797,9,"PT","LIGNITE C",55,11,0,123,10,0,"FIN",716,73,"","",NA,"",NA,NA,"",55.1833333333333,-123.166666666667
2240,"PLI","APP","10-2","N","N","N","2005-06-24","Y",12797,9,"PT","LIGNITE C",55,11,0,123,10,0,"FIN",716,73,"","",NA,"",NA,NA,"",55.1833333333333,-123.166666666667
2241,"PLI","APP","10-5","N","N","N","2005-06-24","Y",12797,9,"PT","PACK R",55,8,0,123,8,0,"FIN",762,50,"","",NA,"",NA,NA,"",55.1333333333333,-123.133333333333
2242,"PLI","APP","10-5","N","N","N","2005-06-24","Y",12797,9,"PT","PACK R",55,8,0,123,8,0,"FIN",762,51,"","",NA,"",NA,NA,"",55.1333333333333,-123.133333333333
2243,"PLI","APP","11-3","N","N","N","2005-06-24","Y",12797,9,"PT","PARSNIP R",55,8,0,123,3,0,"FIN",685,87,"","",NA,"",NA,NA,"",55.1333333333333,-123.05
2244,"PLI","APP","11-3","Y","N","N","2005-06-24","Y",12797,9,"PT","PARSNIP R",55,8,0,123,3,0,"FIN",685,81,"","",NA,"",NA,NA,"",55.1333333333333,-123.05
2245,"PLI","APP","12-1","N","N","N","2005-06-24","Y",12797,9,"PT","GATAIGA C",55,13,0,123,5,0,"FIN",678,49,"","",NA,"",NA,NA,"",55.2166666666667,-123.083333333333
